Id,SalePrice
1461,133523.34761
1462,161603.03476
1463,133523.34761
1464,161603.03476
1465,274735.53571
1466,161603.03476
1467,161603.03476
1468,161603.03476
1469,207716.4232
1470,108420.65517
1471,207716.4232
1472,161603.03476
1473,133523.34761
1474,161603.03476
1475,207716.4232
1476,367513.02326
1477,274735.53571
1478,367513.02326
1479,274735.53571
1480,367513.02326
1481,274735.53571
1482,274735.53571
1483,161603.03476
1484,207716.4232
1485,207716.4232
1486,207716.4232
1487,274735.53571
1488,274735.53571
1489,207716.4232
1490,161603.03476
1491,207716.4232
1492,133523.34761
1493,161603.03476
1494,274735.53571
1495,274735.53571
1496,207716.4232
1497,207716.4232
1498,207716.4232
1499,207716.4232
1500,161603.03476
1501,161603.03476
1502,207716.4232
1503,274735.53571
1504,274735.53571
1505,207716.4232
1506,161603.03476
1507,161603.03476
1508,161603.03476
1509,161603.03476
1510,133523.34761
1511,133523.34761
1512,133523.34761
1513,161603.03476
1514,133523.34761
1515,133523.34761
1516,161603.03476
1517,161603.03476
1518,133523.34761
1519,207716.4232
1520,133523.34761
1521,133523.34761
1522,161603.03476
1523,108420.65517
1524,133523.34761
1525,133523.34761
1526,133523.34761
1527,108420.65517
1528,161603.03476
1529,133523.34761
1530,161603.03476
1531,108420.65517
1532,133523.34761
1533,133523.34761
1534,161603.03476
1535,133523.34761
1536,133523.34761
1537,51770.333333
1538,274735.53571
1539,274735.53571
1540,133523.34761
1541,161603.03476
1542,133523.34761
1543,207716.4232
1544,108420.65517
1545,161603.03476
1546,161603.03476
1547,133523.34761
1548,161603.03476
1549,133523.34761
1550,133523.34761
1551,161603.03476
1552,108420.65517
1553,161603.03476
1554,161603.03476
1555,133523.34761
1556,133523.34761
1557,133523.34761
1558,161603.03476
1559,108420.65517
1560,133523.34761
1561,108420.65517
1562,133523.34761
1563,133523.34761
1564,133523.34761
1565,133523.34761
1566,207716.4232
1567,108420.65517
1568,161603.03476
1569,87473.75
1570,161603.03476
1571,108420.65517
1572,133523.34761
1573,207716.4232
1574,133523.34761
1575,207716.4232
1576,161603.03476
1577,207716.4232
1578,161603.03476
1579,133523.34761
1580,207716.4232
1581,133523.34761
1582,133523.34761
1583,274735.53571
1584,207716.4232
1585,161603.03476
1586,87473.75
1587,133523.34761
1588,133523.34761
1589,108420.65517
1590,161603.03476
1591,108420.65517
1592,133523.34761
1593,161603.03476
1594,108420.65517
